plant type,location name,year,emission type,emission amount (tonne)
PV Recycling Plant,"Glen Lyn, Virginia",1,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",2,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",3,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",4,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",5,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",6,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",7,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",8,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",9,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",10,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",11,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",12,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",13,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",14,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",15,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",16,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",17,CO2,0.0
PV Recycling Plant,"Glen Lyn, Virginia",18,CO2,1221.188818
PV Recycling Plant,"Glen Lyn, Virginia",19,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",20,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",21,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",22,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",23,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",24,CO2,1955.272758
PV Recycling Plant,"Glen Lyn, Virginia",25,CO2,2241.356458
PV Recycling Plant,"Glen Lyn, Virginia",26,CO2,1669.189057
PV Recycling Plant,"Helen Of Troy L. P., TX",1,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",2,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",3,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",4,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",5,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",6,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",7,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",8,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",9,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",10,CO2,2922.075539
PV Recycling Plant,"Helen Of Troy L. P., TX",11,CO2,2742.353715
PV Recycling Plant,"Helen Of Troy L. P., TX",12,CO2,201.389019
PV Recycling Plant,"Helen Of Troy L. P., TX",13,CO2,5865.818273
PV Recycling Plant,"Helen Of Troy L. P., TX",14,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",15,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",16,CO2,3910.545515
PV Recycling Plant,"Helen Of Troy L. P., TX",17,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",18,CO2,1955.272758
PV Recycling Plant,"Helen Of Troy L. P., TX",19,CO2,5720.484217
PV Recycling Plant,"Helen Of Troy L. P., TX",20,CO2,4055.879571
PV Recycling Plant,"Helen Of Troy L. P., TX",21,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",22,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",23,CO2,0.0
PV Recycling Plant,"Helen Of Troy L. P., TX",24,CO2,1955.272758
PV Recycling Plant,"Helen Of Troy L. P., TX",25,CO2,1955.272758
PV Recycling Plant,"Helen Of Troy L. P., TX",26,CO2,1955.272758
PV Recycling Plant,"Kuykendall Cement Corp., AR",1,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",2,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",3,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",4,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",5,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",6,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",7,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",8,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",9,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",10,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",11,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",12,CO2,0.0
PV Recycling Plant,"Kuykendall Cement Corp., AR",13,CO2,2781.558083
PV Recycling Plant,"Kuykendall Cement Corp., AR",14,CO2,1761.1155
PV Recycling Plant,"Kuykendall Cement Corp., AR",15,CO2,1323.14469
PV Recycling Plant,"Kuykendall Cement Corp., AR",16,CO2,2910.995379
PV Recycling Plant,"Kuykendall Cement Corp., AR",17,CO2,999.550136
PV Recycling Plant,"Kuykendall Cement Corp., AR",18,CO2,1955.272758
PV Recycling Plant,"Kuykendall Cement Corp., AR",19,CO2,2671.427546
PV Recycling Plant,"Kuykendall Cement Corp., AR",20,CO2,1239.117969
PV Recycling Plant,"Kuykendall Cement Corp., AR",21,CO2,1955.272758
PV Recycling Plant,"Kuykendall Cement Corp., AR",22,CO2,3664.127373
PV Recycling Plant,"Kuykendall Cement Corp., AR",23,CO2,306.986348
PV Recycling Plant,"Kuykendall Cement Corp., AR",24,CO2,1894.704552
PV Recycling Plant,"Kuykendall Cement Corp., AR",25,CO2,1955.272758
PV Recycling Plant,"Kuykendall Cement Corp., AR",26,CO2,1955.272758
PV Recycling Plant,"San Juan, New Mexico",1,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",2,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",3,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",4,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",5,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",6,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",7,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",8,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",9,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",10,CO2,4283.85894
PV Recycling Plant,"San Juan, New Mexico",11,CO2,1581.959333
PV Recycling Plant,"San Juan, New Mexico",12,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",13,CO2,5865.818273
PV Recycling Plant,"San Juan, New Mexico",14,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",15,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",16,CO2,3910.545515
PV Recycling Plant,"San Juan, New Mexico",17,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",18,CO2,1955.272758
PV Recycling Plant,"San Juan, New Mexico",19,CO2,1955.272758
PV Recycling Plant,"San Juan, New Mexico",20,CO2,3910.545515
PV Recycling Plant,"San Juan, New Mexico",21,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",22,CO2,5865.818273
PV Recycling Plant,"San Juan, New Mexico",23,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",24,CO2,0.0
PV Recycling Plant,"San Juan, New Mexico",25,CO2,1955.272758
PV Recycling Plant,"San Juan, New Mexico",26,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",1,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",2,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",3,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",4,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",5,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",6,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",7,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",8,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",9,CO2,0.0
PV Recycling Plant,"Baldor Electric Co., AR",10,CO2,2832.131669
PV Recycling Plant,"Baldor Electric Co., AR",11,CO2,2664.506048
PV Recycling Plant,"Baldor Electric Co., AR",12,CO2,369.180556
PV Recycling Plant,"Baldor Electric Co., AR",13,CO2,3910.492302
PV Recycling Plant,"Baldor Electric Co., AR",14,CO2,0.053213
PV Recycling Plant,"Baldor Electric Co., AR",15,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",16,CO2,3076.803483
PV Recycling Plant,"Baldor Electric Co., AR",17,CO2,833.742033
PV Recycling Plant,"Baldor Electric Co., AR",18,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",19,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",20,CO2,1978.398183
PV Recycling Plant,"Baldor Electric Co., AR",21,CO2,1932.147332
PV Recycling Plant,"Baldor Electric Co., AR",22,CO2,2075.908978
PV Recycling Plant,"Baldor Electric Co., AR",23,CO2,1834.636537
PV Recycling Plant,"Baldor Electric Co., AR",24,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",25,CO2,1955.272758
PV Recycling Plant,"Baldor Electric Co., AR",26,CO2,1955.272758
PV Recycling Plant,"Indiantown Cogeneration LP, Florida",1,CO2,0.0
PV Recycling Plant,"Indiantown Cogeneration LP, Florida",2,CO2,0.0
